Q,r1,r2,r3,r4,r5,r6,r7,r'1,r'2,r'3,r'4,r'5,r'6,r'7,q1,q2,q3,q4,q5,q6,q7,q'1,q'2,q'3,q'4,q'5,q'6,q'7,deltaq1,deltaq2,deltaq3,deltaq4,deltaq5,deltaq6,deltaq7,p6,p4,p3,p5,p2,p1,p'6,p'4,p'3,p'5,p'2,p'1,deltap6,deltap4,deltap3,deltap5,deltap2,deltap1,h1,h2,h3,h4,h5,h6,h7,h'1,h'2,h'3,h'4,h'5,h'6,h'7,deltah1,deltah2,deltah3,deltah4,deltah5,deltah6,deltah7,r0,delta_r0,ei
16.334411,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,223.939347,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.334411,1.583266,14.751146,4.761320,-3.178055,11.573091,16.334411,-3.723042,-8.445415,4.722373,-3.261551,-5.183864,-0.461491,-3.723042,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-535.247470,-661.410463,-767.774512,-100.054874,0.000000,-0.023382,-183.231886,-359.685779,-164.317546,50.808159,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,100.054874,561.355590,435.192596,106.266435,-126.250397,232.527043,133.406498,-50.808159,410.493938,234.040045,-195.451343,-176.541298,-18.914340,-67.744212,1.500000,222.439347,2.000000
16.418211,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,183.839451,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.418211,1.734131,14.684080,4.854266,-3.120134,11.563945,16.418211,-3.639242,-8.294549,4.655308,-3.168605,-5.125944,-0.470636,-3.639242,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-532.328530,-653.928186,-764.488216,-101.084122,0.000000,-0.023382,-180.312946,-352.203503,-161.031250,49.778910,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,101.084122,552.844064,431.244408,110.455762,-121.690489,232.159686,134.778830,-49.778910,401.982413,230.091857,-191.262016,-171.981390,-19.281696,-66.371880,1.500000,182.339451,2.000000
16.485825,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,158.369011,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.485825,1.856639,14.629186,4.928891,-3.072253,11.556934,16.485825,-3.571628,-8.172042,4.600414,-3.093980,-5.078062,-0.477648,-3.571628,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-529.944605,-647.833377,-761.822845,-101.918412,0.000000,-0.023383,-177.929021,-346.108693,-158.365878,48.944621,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,101.918412,545.914965,428.026193,113.877980,-117.984198,231.878240,135.891216,-48.944621,395.053314,226.873642,-187.839797,-168.275099,-19.563142,-65.259494,1.500000,156.869011,2.000000
17.101446,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,53.164767,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,17.101446,3.007077,14.094369,5.591108,-2.584032,11.510337,17.101446,-2.956007,-7.021604,4.065597,-2.431763,-4.589841,-0.524245,-2.956007,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-506.974786,-590.415195,-736.986972,-109.672294,0.000000,-0.023382,-154.959202,-288.690511,-133.530006,41.190739,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,109.672294,480.742901,397.302493,146.533564,-83.465262,230.012186,146.229725,-41.190739,329.881249,196.149941,-155.184214,-133.756162,-21.429196,-54.920985,1.500000,51.664767,2.000000
16.484062,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,158.969916,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.484062,1.853434,14.630627,4.926949,-3.073515,11.557113,16.484062,-3.573391,-8.175246,4.601855,-3.095922,-5.079324,-0.477469,-3.573391,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-530.007117,-647.992996,-761.892524,-101.896607,0.000000,-0.023383,-177.991533,-346.268312,-158.435558,48.966426,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,101.896607,546.096389,428.110510,113.788250,-118.081165,231.885407,135.862142,-48.966426,395.234738,226.957959,-187.929528,-168.372065,-19.555975,-65.288568,1.500000,157.469916,2.000000
16.223630,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,298.256258,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.223630,1.385426,14.838204,4.637708,-3.252282,11.585922,16.223630,-3.833823,-8.643255,4.809432,-3.385163,-5.258092,-0.448660,-3.833823,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-539.046909,-671.176669,-772.089830,-98.702311,0.000000,-0.023382,-187.031325,-369.451985,-168.632864,52.160722,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,98.702311,572.474358,440.344599,100.820324,-132.216755,233.042921,131.603081,-52.160722,421.612706,239.192047,-200.897454,-182.507656,-18.398461,-69.547629,1.500000,296.756258,2.000000
16.230680,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,292.570417,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.230680,1.397964,14.832716,4.645600,-3.247636,11.585081,16.230680,-3.826773,-8.630717,4.803944,-3.377271,-5.253445,-0.449501,-3.826773,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-538.807078,-670.559435,-771.816169,-98.788121,0.000000,-0.023382,-186.791494,-368.834751,-168.359202,52.074912,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,98.788121,571.771314,440.018957,101.163735,-131.839226,233.009091,131.717494,-52.074912,420.909663,238.866406,-200.554042,-182.130127,-18.432291,-69.433216,1.500000,291.070417,2.000000
16.317830,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,233.285306,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.317830,1.553538,14.764291,4.742871,-3.189333,11.574959,16.317830,-3.739623,-8.475142,4.735519,-3.280000,-5.195142,-0.459623,-3.739623,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-535.820438,-662.881448,-768.422539,-99.851836,0.000000,-0.023382,-183.804854,-361.156764,-164.965573,51.011197,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,99.851836,563.029612,435.968602,105.444490,-127.148042,232.602102,133.135781,-51.011197,412.167961,234.816050,-196.273288,-177.438943,-18.839280,-68.014929,1.500000,231.785306,2.000000
16.384648,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,198.603610,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.384648,1.673581,14.711068,4.817100,-3.143519,11.567549,16.384648,-3.672805,-8.355100,4.682295,-3.205771,-5.149329,-0.467033,-3.672805,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-533.502299,-656.934542,-765.806692,-100.671264,0.000000,-0.023382,-181.486716,-355.209859,-162.349726,50.191768,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,100.671264,556.263278,432.831035,108.770852,-123.521397,232.304392,134.228352,-50.191768,405.401627,231.678484,-192.946926,-173.812298,-19.136990,-66.922358,1.500000,197.103610,2.000000
17.950295,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,17.311688,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,17.950295,4.723781,13.226514,6.431444,-1.707663,11.518851,17.950295,-2.107158,-5.304899,3.197741,-1.591427,-3.713472,-0.515731,-2.107158,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-470.711235,-507.124819,-701.063803,-120.829909,0.000000,-0.023382,-118.695651,-205.400135,-97.606837,30.033123,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,120.829909,386.294910,349.881325,193.891275,-36.451395,230.352568,161.106545,-30.033123,235.433258,148.728774,-107.826503,-86.742296,-21.088814,-40.044165,1.500000,15.811688,2.000000
16.242578,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,283.315403,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.242578,1.419138,14.823440,4.658909,-3.239771,11.583669,16.242578,-3.814875,-8.609543,4.794668,-3.363962,-5.245581,-0.450913,-3.814875,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-538.401772,-669.516546,-771.354080,-98.933003,0.000000,-0.023382,-186.386188,-367.791862,-167.897113,51.930029,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,98.933003,570.583543,439.468769,101.744218,-131.201480,232.952308,131.910671,-51.930029,419.721892,238.316217,-199.973560,-181.492380,-18.489074,-69.240039,1.500000,281.815403,2.000000
19.490360,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,3.067315,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,19.490360,8.561211,10.929149,7.500048,1.061163,11.990312,19.490360,-0.567093,-1.467470,0.900377,-0.522823,-0.944647,-0.044270,-0.567093,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.018613,-381.345416,-367.269581,-630.940333,-142.452800,0.000000,-0.041994,-29.329832,-65.544897,-27.483366,8.410232,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,142.452800,224.816781,238.892616,263.675222,14.075835,249.594916,189.937067,-8.410232,73.955130,37.740065,-38.042556,-36.215065,-1.846466,-11.213643,1.500000,1.567315,2.000000
16.266398,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,265.980245,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.266398,1.461591,14.804807,4.685527,-3.223936,11.580871,16.266398,-3.791055,-8.567089,4.776035,-3.337344,-5.229746,-0.453711,-3.791055,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-537.588007,-667.423500,-770.427780,-99.223392,0.000000,-0.023382,-185.572423,-365.698816,-166.970814,51.639640,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,99.223392,568.200108,438.364615,102.910161,-129.922052,232.839773,132.297856,-51.639640,417.338456,237.212063,-198.807617,-180.212952,-18.601609,-68.852854,1.500000,264.480245,2.000000
16.389073,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,196.565820,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.389073,1.681553,14.707520,4.822003,-3.140451,11.567069,16.389073,-3.668380,-8.347128,4.678748,-3.200868,-5.146260,-0.467513,-3.668380,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-533.347932,-656.538970,-765.633062,-100.725640,0.000000,-0.023382,-181.332348,-354.814286,-162.176096,50.137393,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,100.725640,555.813331,432.622293,108.992426,-123.280391,232.285130,134.300853,-50.137393,404.951679,231.469741,-192.725351,-173.571291,-19.156252,-66.849857,1.500000,195.065820,2.000000
16.285282,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,253.274198,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.285282,1.495306,14.789976,4.706603,-3.211297,11.578679,16.285282,-3.772171,-8.533375,4.761204,-3.316269,-5.217107,-0.455903,-3.772171,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-536.940702,-665.759447,-769.692363,-99.453902,0.000000,-0.023382,-184.925118,-364.034763,-166.235397,51.409131,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,99.453902,566.305545,437.486800,103.838002,-128.905356,232.751661,132.605202,-51.409131,415.443894,236.334248,-197.879775,-179.196256,-18.689721,-68.545508,1.500000,251.774198,2.000000
16.413466,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,185.832891,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.413466,1.725560,14.687906,4.849016,-3.123456,11.564450,16.413466,-3.643987,-8.303120,4.659133,-3.173855,-5.129265,-0.470132,-3.643987,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-532.494859,-654.353992,-764.674804,-101.025702,0.000000,-0.023382,-180.479275,-352.629308,-161.217838,49.837330,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,101.025702,553.328290,431.469157,110.216989,-121.949704,232.179945,134.700936,-49.837330,402.466638,230.316606,-191.500789,-172.240605,-19.261437,-66.449774,1.500000,184.332891,2.000000
16.301653,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,242.933892,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.301653,1.524577,14.777077,4.724854,-3.200278,11.576799,16.301653,-3.755800,-8.504104,4.748304,-3.298017,-5.206087,-0.457783,-3.755800,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-536.377942,-664.313386,-769.054009,-99.653960,0.000000,-0.023382,-184.362359,-362.588702,-165.597043,51.209072,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,99.653960,564.659426,436.723982,104.644910,-128.022214,232.676067,132.871947,-51.209072,413.797775,235.571431,-197.072868,-178.313115,-18.765316,-68.278763,1.500000,241.433892,2.000000
16.515122,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,148.825104,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.515122,1.909942,14.605180,4.961121,-3.051179,11.554001,16.515122,-3.542331,-8.118739,4.576408,-3.061750,-5.056989,-0.480581,-3.542331,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-528.903552,-645.176832,-760.664110,-102.280973,0.000000,-0.023383,-176.887968,-343.452148,-157.207144,48.582060,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,102.280973,542.895859,426.622579,115.372148,-116.371196,231.760558,136.374630,-48.582060,392.034208,225.470028,-186.345630,-166.662096,-19.680825,-64.776080,1.500000,147.325104,2.000000
16.390975,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,195.698682,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.390975,1.684981,14.705994,4.824111,-3.139130,11.566864,16.390975,-3.666478,-8.343700,4.677222,-3.198760,-5.144940,-0.467718,-3.666478,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-533.281539,-656.368852,-765.558406,-100.749019,0.000000,-0.023382,-181.265955,-354.644168,-162.101439,50.114014,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,100.749019,555.619833,432.532520,109.087727,-123.176754,232.276867,134.332025,-50.114014,404.758182,231.379968,-192.630051,-173.467654,-19.164515,-66.818685,1.500000,194.198682,2.000000
16.371550,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,204.810396,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.371550,1.649997,14.721554,4.802574,-3.152577,11.568977,16.371550,-3.685903,-8.378684,4.692781,-3.220298,-5.158387,-0.465605,-3.685903,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-533.958663,-658.104325,-766.320412,-100.510372,0.000000,-0.023382,-181.943079,-356.379641,-162.863446,50.352660,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,100.510372,557.593953,433.448291,108.115839,-124.234271,232.361749,134.013830,-50.352660,406.732301,232.295740,-193.601939,-174.525171,-19.079633,-67.136880,1.500000,203.310396,2.000000
16.699644,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,103.576381,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.699644,2.248772,14.450872,5.162669,-2.913897,11.536975,16.699644,-3.357809,-7.779909,4.422100,-2.860202,-4.919707,-0.497607,-3.357809,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-522.234725,-628.362439,-753.312760,-104.579295,0.000000,-0.023382,-170.219141,-326.637755,-149.855794,46.283738,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,104.579295,523.783144,417.655430,124.936645,-106.134957,231.078035,139.439060,-46.283738,372.921493,216.502879,-176.781133,-156.425857,-20.363348,-61.711650,1.500000,102.076381,2.000000
17.188309,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,46.747044,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,17.188309,3.175030,14.013279,5.681603,-2.506573,11.506706,17.188309,-2.869144,-6.853651,3.984507,-2.341268,-4.512383,-0.527876,-2.869144,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-503.533224,-582.037517,-733.400290,-110.789238,0.000000,-0.023383,-151.517640,-280.312833,-129.943324,40.073795,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,110.789238,471.248280,392.743986,151.315385,-78.536378,229.867067,147.718983,-40.073795,320.386628,191.591435,-150.402393,-128.827278,-21.574316,-53.431727,1.500000,45.247044,2.000000
16.409308,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,187.604205,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.409308,1.718053,14.691255,4.844415,-3.126362,11.564893,16.409308,-3.648145,-8.310628,4.662483,-3.178456,-5.132172,-0.469689,-3.648145,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-532.640501,-654.726896,-764.838252,-100.974525,0.000000,-0.023382,-180.624917,-353.002212,-161.381286,49.888508,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,100.974525,553.752371,431.665976,110.007916,-122.176744,232.197752,134.632700,-49.888508,402.890720,230.513425,-191.709862,-172.467645,-19.243631,-66.518010,1.500000,186.104205,2.000000
16.542135,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,140.740605,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.542135,1.959167,14.582969,4.990845,-3.031678,11.551291,16.542135,-3.515318,-8.069514,4.554196,-3.032026,-5.037488,-0.483291,-3.515318,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-527.941803,-642.825232,-759.593648,-102.615841,0.000000,-0.023382,-175.926219,-341.100548,-156.136682,48.247191,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,102.615841,540.209391,425.325961,116.758739,-114.888406,231.651845,136.821122,-48.247191,389.347739,224.173410,-184.959039,-165.179307,-19.789537,-64.329588,1.500000,139.240605,2.000000
18.100803,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,14.488930,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,18.100803,5.049424,13.051379,6.567033,-1.517610,11.533770,18.100803,-1.956650,-4.979257,3.022607,-1.455838,-3.523419,-0.500812,-1.956650,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-463.541641,-492.284271,-694.491274,-122.864650,0.000000,-0.023382,-111.526057,-190.559587,-91.034308,27.998382,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,122.864650,369.419621,340.676991,202.152785,-28.789233,230.949633,163.819534,-27.998382,218.557970,139.524440,-99.564992,-79.080134,-20.491749,-37.331176,1.500000,12.988930,2.000000
16.371484,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,204.842332,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.371484,1.649878,14.721607,4.802500,-3.152623,11.568984,16.371484,-3.685969,-8.378803,4.692834,-3.220371,-5.158432,-0.465598,-3.685969,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-533.960959,-658.110212,-766.322998,-100.509562,0.000000,-0.023382,-181.945375,-356.385528,-162.866032,50.353470,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,100.509562,557.600650,433.451397,108.112543,-124.237859,232.362039,134.012750,-50.353470,406.738998,232.298846,-193.605234,-174.528759,-19.079343,-67.137960,1.500000,203.342332,2.000000
17.680362,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,24.099934,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,17.680362,4.157839,13.522523,6.176390,-2.018551,11.503972,17.680362,-2.377091,-5.870841,3.493750,-1.846481,-4.024360,-0.530610,-2.377091,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-482.940437,-533.853910,-712.698286,-117.223201,0.000000,-0.023382,-130.924854,-232.129226,-109.241320,33.639831,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,117.223201,416.630709,365.717236,178.817796,-50.931841,229.757849,156.297602,-33.639831,265.769058,164.564685,-122.899982,-101.222742,-21.683533,-44.853108,1.500000,22.599934,2.000000
17.060356,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,56.590675,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,17.060356,2.928152,14.132204,5.548017,-2.619865,11.512339,17.060356,-2.997097,-7.100529,4.103432,-2.474854,-4.625675,-0.522243,-2.997097,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-508.584308,-594.358535,-738.676510,-109.145909,0.000000,-0.023382,-156.568724,-292.633851,-135.219544,41.717124,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,109.145909,485.212626,399.438399,144.283557,-85.796159,230.092202,145.527878,-41.717124,334.350975,198.285848,-157.434221,-136.087060,-21.349180,-55.622832,1.500000,55.090675,2.000000
16.770791,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,91.072048,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.770791,2.380941,14.389850,5.239613,-2.858671,11.531178,16.770791,-3.286662,-7.647739,4.361077,-2.783258,-4.864481,-0.503403,-3.286662,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-519.607841,-621.748939,-750.453720,-105.472288,0.000000,-0.023382,-167.592257,-320.024255,-146.996754,45.390745,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,105.472288,516.276651,414.135554,128.688471,-102.150021,230.845878,140.629717,-45.390745,365.415000,212.983002,-173.029307,-152.440921,-20.595504,-60.520993,1.500000,89.572048,2.000000
17.387753,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,35.314570,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,17.387753,3.566651,13.821102,5.886056,-2.319405,11.501697,17.387753,-2.669700,-6.462030,3.792330,-2.136815,-4.325215,-0.532885,-2.669700,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000001,-495.420959,-562.611762,-725.087937,-113.375230,0.000000,-0.023383,-143.405375,-260.887078,-121.630971,37.487802,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,113.375230,449.236531,382.045729,162.401517,-67.245523,229.666978,151.166974,-37.487802,298.374880,180.893177,-139.316261,-117.536423,-21.774404,-49.983736,1.500000,33.814570,2.000000
16.783067,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,89.120548,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.783067,2.403835,14.379233,5.252845,-2.849010,11.530222,16.783067,-3.274386,-7.624846,4.350460,-2.770026,-4.854820,-0.504360,-3.274386,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-519.151415,-620.602896,-749.959012,-105.626757,0.000000,-0.023382,-167.135831,-318.878212,-146.502046,45.236275,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,105.626757,514.976139,413.524658,129.339290,-101.460743,230.807596,140.835676,-45.236275,364.114488,212.372107,-172.378488,-151.751644,-20.633786,-60.315034,1.500000,87.620548,2.000000
16.315299,0.375000,1.500000,2.000000,4.687500,12.500000,1.736100,0.500000,0.375000,234.759097,2.000000,4.687500,12.500000,1.736100,0.500000,20.057453,10.028681,10.028772,8.022871,2.005810,12.034582,20.057453,16.315299,1.549005,14.766294,4.740054,-3.191049,11.575245,16.315299,-3.742154,-8.479676,4.737522,-3.282817,-5.196858,-0.459337,-3.742154,0.023382,-352.015584,-301.724684,-603.456966,-150.863032,0.000000,-0.000000,-535.907747,-663.105659,-768.521372,-99.820868,0.000000,-0.023382,-183.892163,-361.380975,-165.064406,51.042165,0.000000,150.863032,150.861651,201.152551,301.717778,50.290901,251.441382,201.150710,99.820868,563.284791,436.086880,105.319257,-127.284896,232.613625,133.094490,-51.042165,412.423140,234.934328,-196.398521,-177.575796,-18.827758,-68.056220,1.500000,233.259097,2.000000
